Age_Group,Gender,Occupation,Income,Shopping_Frequency,Platform,Monthly_Spend,Style,Struggle_Outfits,Occasion_Issue,Body_Fit_Issue,Lack_Inspiration,Budget_Issue,AI_Outfit_Interest,Virtual_TryOn_Interest,Wardrobe_Feature,MixMatch_Feature,AI_Chat,Budget_Feature,Privacy_Comfort,Purchase_Driver,Outfit_Budget,Subscription_Amount,Adoption
18-21,Male,Student,50000-100000,Monthly,Online,2063.0327,Formal,1,1,0,0,0,1,1,0,1,0,1,High,Price,3253.3053,391.34519,Yes
22-25,Male,Self-employed,20000-50000,2-3 months,Mixed,1236.4616,Trendy,0,0,0,1,1,1,1,1,1,0,0,High,Trend,3628.5901,208.99576,Maybe
22-25,Non-binary,Working Professional,100000,2-3 months,Online,5540.1002,Formal,1,0,1,0,0,1,1,1,1,1,0,High,Price,2666.3666,380.4803,Yes
18-21,Male,Working Professional,20000-50000,Monthly,Instagram,7012.2945,Trendy,1,0,0,1,0,1,0,0,1,0,1,Medium,Brand,3334.4614,362.14392,Yes
22-25,Non-binary,Working Professional,<20000,2-3 months,Instagram,3122.3,Trendy,1,1,0,0,0,1,1,1,1,0,0,Medium,Fit,3309.4178,352.62327,Yes
22-25,Male,Working Professional,20000-50000,2-3 months,Online,1721.877,Casual,1,1,0,0,0,0,1,0,1,1,1,Medium,Trend,300,285.43895,Maybe
18-21,Female,Self-employed,50000-100000,2-3 months,Offline,500,Experimental,1,1,0,1,0,1,1,1,1,1,0,Low,Fit,2670.8003,307.94915,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Mixed,2038.4703,Casual,1,1,0,1,1,1,1,0,1,1,0,Medium,Price,300,163.87502,Yes
18-21,Male,Working Professional,20000-50000,Monthly,Online,3772.6863,Casual,1,1,1,1,0,1,1,1,1,1,0,High,Recommendation,2442.7427,672.03063,Yes
22-25,Male,Student,100000,Monthly,Mixed,7198.2465,Formal,1,1,1,1,0,1,1,1,1,0,1,Low,Fit,1757.0786,323.54992,Yes
18-21,Female,Working Professional,20000-50000,Monthly,Online,5346.2674,Formal,1,0,0,1,0,1,1,1,0,1,0,Medium,Recommendation,4051.0169,382.27684,Yes
30,Female,Working Professional,20000-50000,Monthly,Online,4610.1708,Trendy,1,0,1,0,1,0,1,0,0,1,0,Medium,Brand,2866.6191,267.31332,Yes
22-25,Non-binary,Working Professional,100000,Monthly,Mixed,3199.7607,Formal,1,1,1,1,0,1,1,1,1,1,0,High,Recommendation,3209.7893,426.79655,Yes
26-30,Female,Student,100000,Weekly,Mixed,2833.6686,Formal,1,0,0,1,1,1,1,0,0,1,1,High,Fit,2212.8239,105.23506,Yes
26-30,Female,Working Professional,50000-100000,2-3 months,Mixed,6811.2952,Minimal,0,1,0,0,0,0,0,0,1,1,0,Medium,Fit,4078.2719,50,No
22-25,Female,Student,100000,Monthly,Offline,4401.4771,Trendy,1,1,0,1,1,1,1,0,1,1,0,Medium,Trend,300,295.42927,Yes
18-21,Female,Student,<20000,Weekly,Mixed,500,Trendy,1,1,0,0,1,1,1,1,0,1,0,High,Recommendation,1156.7463,608.10829,Maybe
22-25,Female,Working Professional,100000,Monthly,Mixed,2652.9207,Minimal,1,0,1,1,0,1,0,0,1,1,1,High,Brand,4429.4607,481.24813,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Mixed,2283.5679,Trendy,1,1,0,1,1,0,1,1,0,1,1,High,Trend,1846.5273,178.73304,Maybe
26-30,Female,Working Professional,<20000,Monthly,Offline,2907.472,Experimental,0,1,1,1,0,1,0,0,0,1,1,High,Trend,300,377.41311,No
22-25,Male,Working Professional,20000-50000,Monthly,Online,5125.8213,Experimental,0,0,1,0,0,1,0,1,0,0,0,High,Brand,4678.9619,204.60158,Maybe
18-21,Female,Student,20000-50000,Monthly,Mixed,3785.1102,Minimal,1,0,0,1,0,0,0,0,1,1,0,Medium,Trend,4115.4041,363.9625,Maybe
22-25,Male,Working Professional,20000-50000,Monthly,Online,3846.2692,Formal,0,0,1,1,1,1,0,0,1,1,0,Low,Brand,3566.4541,375.65908,Maybe
22-25,Male,Working Professional,20000-50000,Monthly,Offline,6626.9463,Experimental,1,1,0,0,0,1,0,0,1,0,0,Medium,Price,2641.609,438.97187,Yes
26-30,Female,Student,<20000,Weekly,Online,2607.0778,Minimal,0,0,0,1,1,1,1,1,1,1,0,Medium,Trend,4991.1205,65.150445,Maybe
22-25,Male,Working Professional,20000-50000,2-3 months,Offline,7728.3991,Experimental,1,1,1,0,0,1,1,0,0,1,0,High,Fit,4387.9276,110.1618,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,2657.3848,Casual,1,1,0,0,0,1,0,1,1,1,0,High,Price,4821.7841,288.66442,Maybe
30,Male,Working Professional,20000-50000,Monthly,Online,4178.3964,Minimal,1,0,0,0,0,1,1,0,1,1,0,Medium,Trend,3543.2507,145.1365,Yes
26-30,Female,Working Professional,20000-50000,Weekly,Mixed,3437.5928,Trendy,0,1,1,1,1,1,1,1,1,1,0,High,Brand,2684.1938,133.54169,Yes
18-21,Male,Working Professional,50000-100000,Monthly,Online,4246.8383,Experimental,1,0,1,0,0,1,1,0,1,1,0,Low,Price,1901.2527,340.77861,Yes
18-21,Male,Working Professional,100000,Monthly,Offline,4889.184,Trendy,0,1,0,1,0,1,1,0,1,0,0,High,Price,596.61424,162.59467,Yes
18-21,Female,Working Professional,50000-100000,Monthly,Online,4867.6705,Minimal,0,0,0,0,0,1,0,1,1,0,0,Medium,Fit,3253.0684,638.64853,Maybe
18-21,Female,Student,20000-50000,2-3 months,Online,2493.7653,Experimental,1,0,1,0,0,1,1,0,0,1,0,High,Trend,3378.036,220.0251,Yes
18-21,Male,Working Professional,50000-100000,Weekly,Online,1754.1706,Trendy,1,0,1,0,0,0,1,1,1,1,0,Low,Trend,1975.328,259.46519,Maybe
18-21,Male,Working Professional,<20000,Monthly,Instagram,9006.3436,Formal,0,1,0,1,0,1,1,0,0,1,0,Medium,Brand,3420.5215,344.63108,Yes
22-25,Female,Working Professional,<20000,2-3 months,Online,3032.0313,Formal,1,0,1,0,0,1,1,1,1,0,0,Low,Price,2001.7333,73.806693,Yes
18-21,Male,Working Professional,20000-50000,Rarely,Mixed,5398.4249,Casual,0,0,1,0,0,1,0,1,0,0,0,Medium,Fit,3801.1415,376.27568,Maybe
30,Female,Working Professional,50000-100000,Weekly,Online,784.71738,Minimal,1,0,1,1,0,1,1,0,1,1,0,Medium,Brand,1176.8391,351.22015,Yes
18-21,Male,Working Professional,20000-50000,Monthly,Online,3440.7746,Trendy,0,0,1,1,1,1,0,1,1,1,1,Low,Brand,917.3327,247.60417,Maybe
22-25,Female,Student,<20000,Monthly,Online,3745.6012,Casual,1,1,1,0,0,1,1,0,1,1,1,High,Fit,2139.1319,341.0891,Yes
22-25,Male,Working Professional,<20000,Weekly,Online,4945.6301,Minimal,0,1,0,1,0,0,1,1,0,1,1,Low,Trend,3743.1781,364.24238,Maybe
30,Female,Working Professional,100000,Monthly,Instagram,500,Formal,1,1,0,0,1,0,1,1,1,0,0,High,Fit,761.8218,515.27861,Maybe
18-21,Female,Student,50000-100000,Weekly,Mixed,4332.2812,Trendy,1,0,1,1,0,0,0,1,1,0,0,High,Trend,4074.5305,675.03922,Maybe
22-25,Female,Self-employed,20000-50000,2-3 months,Offline,1700.5171,Experimental,1,0,1,0,1,0,1,0,1,1,0,Medium,Recommendation,300,140.77485,Maybe
30,Female,Working Professional,20000-50000,Monthly,Online,4648.6914,Formal,0,1,1,0,0,1,1,1,0,0,1,Medium,Price,2129.8812,105.39789,Yes
30,Female,Working Professional,20000-50000,Weekly,Online,1927.3416,Experimental,1,1,0,0,1,1,1,0,1,0,1,Medium,Fit,380.38581,315.41244,Yes
26-30,Female,Student,50000-100000,Weekly,Online,2289.0346,Experimental,1,0,1,0,1,1,1,1,1,0,1,High,Brand,300,50,Yes
22-25,Male,Student,20000-50000,2-3 months,Mixed,3452.7448,Trendy,1,1,0,1,1,1,1,1,1,0,0,Medium,Trend,3049.6777,397.41228,Yes
18-21,Female,Self-employed,100000,Weekly,Online,1895.3411,Trendy,1,1,1,0,1,1,0,0,1,0,0,High,Price,2233.2833,316.96211,Maybe
26-30,Female,Student,20000-50000,2-3 months,Instagram,3048.9311,Experimental,1,0,0,0,0,1,1,1,1,1,0,Low,Price,404.3516,355.09299,Yes
30,Female,Working Professional,50000-100000,Monthly,Online,1613.2485,Casual,0,1,1,1,0,1,0,1,1,1,1,High,Fit,1725.0792,254.46421,No
22-25,Female,Working Professional,<20000,Monthly,Online,500,Experimental,1,0,0,1,1,1,0,1,1,0,0,High,Brand,3162.7378,338.25236,Maybe
22-25,Female,Student,20000-50000,Monthly,Online,6035.9141,Experimental,1,1,1,0,0,0,1,0,1,1,1,High,Fit,1947.7755,370.83594,Yes
22-25,Female,Student,20000-50000,Weekly,Online,1407.9026,Trendy,0,1,0,0,1,1,1,0,0,0,0,Low,Brand,2201.9783,330.00351,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Instagram,3642.6382,Minimal,1,0,1,0,0,1,0,0,0,0,1,Medium,Recommendation,1902.3151,98.235208,Yes
18-21,Female,Self-employed,<20000,Weekly,Online,5505.7822,Formal,1,1,1,0,1,1,1,0,0,1,0,Medium,Fit,1626.5468,325.80087,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Instagram,2770.1118,Trendy,1,1,1,0,0,1,1,0,0,1,1,Medium,Trend,1606.9941,578.0947,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,2349.6682,Casual,1,1,1,0,0,1,0,1,1,1,0,Low,Fit,1562.954,336.13381,Maybe
22-25,Female,Working Professional,50000-100000,Monthly,Mixed,4452.4762,Formal,1,0,0,1,1,0,1,1,1,0,1,High,Fit,1370.2857,320.55834,Yes
18-21,Female,Working Professional,50000-100000,Weekly,Online,6235.8676,Trendy,1,1,0,1,0,1,1,0,0,0,0,High,Recommendation,974.0581,534.00565,Yes
18-21,Non-binary,Working Professional,20000-50000,Monthly,Mixed,1661.3695,Trendy,1,1,1,1,0,1,1,1,1,1,1,Medium,Recommendation,1930.4315,188.15767,Yes
26-30,Female,Working Professional,50000-100000,2-3 months,Mixed,3699.7043,Minimal,0,0,0,1,0,1,1,1,1,0,1,Medium,Fit,1540.1082,433.45165,Yes
22-25,Male,Working Professional,50000-100000,Rarely,Mixed,535.01081,Casual,1,0,1,1,1,1,1,0,1,1,0,High,Brand,892.45205,220.4764,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,3213.598,Casual,0,1,1,1,1,0,1,0,0,0,1,Medium,Recommendation,3649.022,462.9875,Maybe
18-21,Male,Student,50000-100000,Monthly,Instagram,4068.4094,Trendy,0,1,0,1,1,1,1,1,0,1,0,Medium,Recommendation,4348.954,419.70722,Maybe
22-25,Male,Self-employed,20000-50000,Monthly,Online,2290.7507,Minimal,1,0,0,1,0,1,1,0,0,1,0,Medium,Brand,2499.8458,238.15817,Yes
22-25,Female,Student,20000-50000,Rarely,Online,9258.049,Trendy,1,1,0,1,0,1,0,1,1,1,1,Low,Price,5199.419,260.10583,Yes
18-21,Non-binary,Student,50000-100000,2-3 months,Online,1183.5465,Experimental,1,1,0,0,0,0,1,0,1,1,1,Medium,Recommendation,1461.1541,446.67173,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Online,4154.1572,Experimental,1,0,1,1,0,1,1,0,1,0,1,Medium,Recommendation,4100.547,50,Yes
18-21,Female,Working Professional,20000-50000,Monthly,Mixed,6111.3885,Minimal,1,0,1,0,0,0,1,0,1,1,1,High,Brand,5107.2717,233.71063,Yes
18-21,Male,Working Professional,20000-50000,Monthly,Online,1805.7123,Trendy,0,1,0,0,1,1,0,0,1,1,1,Low,Brand,2254.3093,393.06262,No
30,Male,Working Professional,50000-100000,Monthly,Offline,2754.6565,Minimal,1,1,0,0,0,1,1,0,1,0,1,High,Fit,1717.8302,253.78398,Yes
22-25,Female,Working Professional,100000,2-3 months,Offline,5005.0925,Trendy,1,1,1,1,0,1,1,0,1,0,0,Low,Fit,3012.2129,320.22951,Yes
26-30,Female,Student,20000-50000,Monthly,Offline,6424.1814,Trendy,1,0,0,1,0,1,1,0,1,0,1,High,Price,2693.3966,50,Yes
22-25,Female,Working Professional,50000-100000,Weekly,Offline,1013.6204,Experimental,1,1,0,1,0,0,0,1,1,0,1,High,Price,1749.7668,171.82829,No
26-30,Female,Working Professional,100000,2-3 months,Online,3662.4305,Formal,1,1,0,0,0,1,1,0,1,1,0,High,Price,3206.7937,401.9179,Yes
26-30,Male,Working Professional,<20000,2-3 months,Offline,4566.2616,Casual,1,0,1,0,0,0,1,1,1,1,0,Low,Trend,3907.2364,187.34889,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,3795.8872,Casual,1,0,0,1,0,1,1,0,1,1,1,Low,Brand,1321.2724,104.63104,Yes
22-25,Female,Student,50000-100000,2-3 months,Mixed,500,Minimal,0,1,0,1,1,0,0,0,1,1,1,Low,Recommendation,6313.051,459.24128,No
22-25,Female,Working Professional,50000-100000,Monthly,Instagram,5002.18,Casual,0,0,1,1,0,1,1,0,1,1,1,Medium,Brand,300,377.35261,Yes
22-25,Female,Working Professional,100000,2-3 months,Mixed,7038.6727,Experimental,1,0,0,0,1,1,0,1,0,1,0,High,Brand,1222.4639,136.72,Yes
30,Female,Working Professional,20000-50000,2-3 months,Online,4233.3235,Formal,1,0,1,1,0,1,1,1,1,0,0,High,Price,2850.952,320.77558,Yes
26-30,Male,Working Professional,<20000,Monthly,Online,1937.7879,Trendy,1,0,0,0,1,1,0,0,1,0,0,High,Brand,5870.3097,141.60783,Maybe
30,Non-binary,Self-employed,20000-50000,2-3 months,Online,2973.7455,Trendy,1,1,0,1,0,1,0,0,1,0,0,Medium,Trend,1656.114,277.13114,Maybe
18-21,Male,Working Professional,20000-50000,2-3 months,Online,7539.8261,Experimental,1,0,0,1,0,1,1,1,1,1,0,Medium,Recommendation,901.38053,326.39823,Yes
26-30,Female,Self-employed,20000-50000,Monthly,Online,5819.9251,Casual,1,1,0,0,0,1,1,1,0,1,0,Medium,Price,3323.8622,178.72554,Yes
30,Male,Working Professional,50000-100000,Monthly,Offline,5280.0532,Trendy,1,1,0,1,0,1,1,0,1,1,1,High,Fit,2127.1084,411.34994,Yes
18-21,Male,Student,<20000,2-3 months,Online,4712.8252,Casual,1,1,0,1,1,1,1,1,1,1,1,Medium,Recommendation,3497.8835,434.60276,Yes
18-21,Male,Student,50000-100000,Monthly,Offline,2677.7258,Experimental,1,0,0,1,1,1,0,1,1,1,1,Low,Fit,2393.8292,339.53483,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Mixed,3598.8576,Trendy,1,1,0,1,0,1,0,0,0,1,0,Medium,Fit,1214.2502,362.09732,Yes
22-25,Female,Student,20000-50000,2-3 months,Offline,3844.1545,Minimal,1,1,1,0,0,1,1,1,0,0,0,Low,Brand,6023.314,82.075674,Yes
26-30,Female,Student,<20000,2-3 months,Online,5099.1486,Formal,1,1,1,0,0,0,1,1,1,0,0,Medium,Recommendation,300,504.32808,Yes
18-21,Female,Self-employed,20000-50000,Monthly,Online,7017.8378,Casual,1,1,1,1,1,1,1,1,1,1,0,High,Trend,5230.3581,286.30125,Yes
26-30,Female,Working Professional,<20000,Monthly,Online,6236.6763,Casual,0,1,1,1,1,1,1,1,0,1,0,Low,Brand,3899.8929,159.71155,Yes
18-21,Female,Working Professional,100000,Monthly,Online,1161.2313,Casual,1,1,1,1,0,1,1,1,1,0,1,High,Fit,1381.6161,321.87537,Yes
18-21,Female,Student,50000-100000,Monthly,Offline,4447.9899,Casual,1,1,0,1,0,1,1,0,0,0,0,High,Recommendation,5308.6302,411.8205,Maybe
18-21,Male,Student,20000-50000,Weekly,Online,5473.5267,Experimental,0,1,0,0,0,1,1,0,1,0,0,High,Brand,442.8712,376.85244,Yes
26-30,Female,Student,20000-50000,2-3 months,Mixed,5237.7207,Experimental,1,0,0,0,0,1,1,1,1,1,0,Medium,Recommendation,4012.1664,137.29645,Yes
26-30,Female,Working Professional,100000,Monthly,Instagram,2741.5325,Experimental,0,0,1,1,0,1,1,0,1,1,0,Medium,Price,300,413.64568,Maybe
22-25,Non-binary,Self-employed,20000-50000,Monthly,Offline,9828.2184,Experimental,1,1,1,1,1,1,0,1,1,1,0,High,Trend,781.18271,290.90114,Yes
22-25,Male,Working Professional,<20000,Monthly,Online,1445.8309,Trendy,1,0,1,1,1,1,0,0,0,1,1,Low,Trend,777.45726,375.18063,Maybe
30,Male,Student,20000-50000,Rarely,Online,1833.6231,Experimental,0,1,0,1,0,1,0,0,0,1,1,Low,Trend,1374.015,179.76727,No
22-25,Non-binary,Working Professional,100000,Monthly,Instagram,4467.1902,Trendy,1,0,1,1,1,0,1,1,0,1,1,High,Fit,2517.3717,456.88674,Yes
26-30,Female,Working Professional,<20000,Weekly,Online,8233.6061,Minimal,1,1,0,1,0,0,1,1,1,0,1,Medium,Fit,1261.0355,327.40733,Yes
22-25,Non-binary,Working Professional,20000-50000,Weekly,Online,2327.6103,Experimental,0,1,0,0,0,1,1,1,0,1,1,Low,Trend,300,478.3235,Maybe
22-25,Female,Working Professional,100000,Monthly,Online,3468.3433,Minimal,1,0,1,0,1,1,1,1,1,1,0,High,Recommendation,3195.1762,69.769784,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,6154.5873,Experimental,0,1,0,1,0,1,1,1,1,1,1,High,Price,2573.4264,89.787132,Yes
22-25,Female,Student,<20000,Monthly,Instagram,3964.2757,Minimal,1,1,0,1,0,1,0,1,1,1,0,High,Fit,3113.391,263.99582,Yes
26-30,Female,Student,20000-50000,Monthly,Online,3330.7923,Formal,0,1,1,0,0,1,1,0,1,0,1,Low,Brand,2757.8769,520.14375,Yes
22-25,Female,Self-employed,100000,Weekly,Offline,5131.2658,Minimal,0,1,1,0,1,1,1,1,1,1,0,Medium,Brand,3931.3529,594.42163,Yes
18-21,Male,Student,20000-50000,Monthly,Online,4545.036,Trendy,1,0,0,0,0,1,1,1,0,1,1,Medium,Fit,2386.7765,166.73606,Yes
30,Male,Student,100000,Monthly,Offline,6060.8776,Casual,1,1,0,0,1,1,0,0,0,0,1,Medium,Trend,4018.781,307.95705,Maybe
22-25,Female,Student,50000-100000,Weekly,Mixed,6582.9378,Minimal,0,0,1,0,0,1,0,0,1,1,0,High,Recommendation,1336.455,323.2728,Maybe
22-25,Female,Student,<20000,Weekly,Mixed,4614.0061,Casual,1,0,0,1,0,1,1,1,1,0,1,High,Price,1421.9944,407.72364,Yes
30,Male,Working Professional,100000,Weekly,Online,4583.4655,Formal,1,1,0,0,0,0,0,0,0,0,0,High,Brand,4564.0591,432.7444,Maybe
26-30,Male,Working Professional,20000-50000,Weekly,Online,4428.222,Formal,1,1,0,1,0,1,1,0,1,1,0,High,Fit,4533.503,132.84027,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Online,4978.2611,Trendy,1,1,1,0,1,1,0,0,1,1,0,High,Recommendation,3360.6132,309.689,Yes
30,Male,Working Professional,20000-50000,Weekly,Offline,4110.3413,Trendy,1,1,0,0,1,1,1,0,1,0,0,High,Trend,1166.3381,50,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Offline,3998.783,Minimal,1,0,0,1,0,1,1,1,0,1,0,Medium,Price,1045.5513,421.61869,Yes
22-25,Female,Working Professional,<20000,Weekly,Offline,6393.2542,Experimental,1,1,0,1,0,0,1,1,1,0,0,High,Price,4492.0959,249.20702,Yes
18-21,Male,Working Professional,<20000,Rarely,Online,7032.2324,Formal,1,1,0,0,0,1,0,1,1,0,0,Medium,Brand,4408.9974,119.19269,Yes
26-30,Female,Working Professional,20000-50000,2-3 months,Offline,2954.6823,Casual,0,0,0,1,1,1,1,1,1,0,0,High,Brand,4809.2619,349.88202,Maybe
26-30,Female,Student,50000-100000,Monthly,Online,12060.127,Experimental,0,1,1,0,0,1,1,1,1,0,0,Medium,Fit,12025.655,244.51961,Yes
22-25,Male,Working Professional,20000-50000,Monthly,Instagram,2622.6111,Formal,1,1,1,1,1,1,1,1,1,0,0,Medium,Price,3188.3501,489.21915,Yes
30,Male,Working Professional,100000,Monthly,Online,3378.0571,Minimal,0,0,1,1,0,1,0,0,0,1,1,High,Trend,839.20094,166.11268,Maybe
26-30,Female,Self-employed,20000-50000,Monthly,Instagram,4805.0324,Formal,0,1,1,1,1,1,1,1,1,1,1,High,Trend,2086.5534,633.44328,Yes
18-21,Female,Working Professional,20000-50000,Weekly,Online,5338.8767,Trendy,1,0,1,1,1,1,0,1,1,1,1,Medium,Fit,2508.2059,428.18333,Yes
22-25,Female,Self-employed,<20000,2-3 months,Online,3775.7471,Casual,1,0,1,1,0,1,1,1,1,1,0,Medium,Price,2629.598,493.15416,Yes
18-21,Male,Working Professional,<20000,Monthly,Instagram,500,Casual,1,1,1,1,1,1,1,1,1,1,1,High,Brand,4375.0048,145.67457,Yes
26-30,Female,Student,20000-50000,2-3 months,Online,2069.9088,Trendy,1,1,1,0,1,0,0,0,1,1,1,Medium,Trend,1065.5666,568.26891,No
18-21,Female,Working Professional,50000-100000,Weekly,Instagram,5792.9993,Experimental,0,1,0,1,1,1,0,0,1,1,0,High,Recommendation,502.73155,118.11788,Maybe
22-25,Non-binary,Self-employed,100000,2-3 months,Offline,500,Trendy,1,1,0,0,0,1,1,1,1,1,1,High,Fit,3403.4855,268.52825,Yes
26-30,Female,Working Professional,100000,2-3 months,Offline,6374.8543,Casual,1,1,1,1,0,1,0,0,1,1,1,High,Trend,1739.5232,495.69849,Yes
30,Female,Student,20000-50000,Weekly,Online,5042.46,Minimal,0,1,1,0,1,1,1,0,1,0,1,Medium,Recommendation,6135.2592,376.01536,Yes
22-25,Female,Working Professional,100000,Monthly,Online,6632.3522,Experimental,1,0,1,1,1,1,1,0,1,0,0,Medium,Recommendation,3914.8306,114.12571,Yes
26-30,Male,Working Professional,20000-50000,Weekly,Offline,3602.8616,Formal,1,1,1,0,1,1,1,0,1,0,1,Low,Trend,1711.9053,470.31151,Yes
18-21,Female,Student,<20000,Monthly,Online,500,Minimal,1,0,1,1,0,1,0,1,1,1,0,Low,Fit,4319.2806,350.99317,Maybe
26-30,Female,Working Professional,100000,Monthly,Offline,4860.7253,Experimental,0,1,1,1,0,0,0,1,1,1,0,High,Recommendation,3595.6162,237.56996,No
18-21,Male,Student,50000-100000,Monthly,Online,6549.3062,Casual,1,1,0,0,1,1,1,1,1,1,1,Low,Recommendation,3450.5457,68.698612,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,5849.4436,Casual,1,0,1,0,0,1,1,0,1,0,0,Medium,Price,2316.6341,365.21258,Yes
26-30,Female,Working Professional,20000-50000,Rarely,Online,2674.617,Minimal,1,1,1,1,1,1,1,0,1,1,0,High,Price,3130.6763,275.48583,Yes
18-21,Female,Working Professional,20000-50000,Weekly,Online,4173.5222,Experimental,1,1,1,0,0,1,1,1,1,1,0,Low,Price,300,323.4464,Yes
18-21,Female,Student,50000-100000,Rarely,Online,2934.3275,Formal,1,0,0,0,0,0,1,0,1,1,1,Medium,Recommendation,4475.6341,62.219796,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Instagram,2361.4671,Formal,1,0,1,0,0,1,0,1,1,1,1,Medium,Recommendation,300,237.20144,Maybe
26-30,Female,Student,100000,2-3 months,Instagram,5910.7771,Trendy,1,1,1,1,1,1,1,0,1,1,0,High,Fit,1836.8154,372.04569,Yes
26-30,Female,Student,<20000,Monthly,Online,1604.9354,Minimal,1,0,0,0,1,1,0,1,1,0,0,Medium,Brand,300,581.46969,Maybe
26-30,Female,Student,20000-50000,Weekly,Mixed,2212.3671,Experimental,1,1,0,0,1,1,0,1,1,0,0,High,Price,1748.7233,269.20776,Maybe
22-25,Male,Student,20000-50000,2-3 months,Offline,1791.9487,Minimal,1,1,1,1,0,1,1,1,1,0,1,High,Brand,2388.8241,516.49486,Yes
22-25,Non-binary,Working Professional,20000-50000,Monthly,Mixed,1019.505,Formal,0,1,0,1,0,1,1,1,1,0,1,Low,Price,704.8097,418.10226,Maybe
22-25,Male,Student,20000-50000,2-3 months,Instagram,4292.8286,Experimental,1,0,1,0,1,1,1,1,1,1,0,High,Price,300,335.06774,Yes
18-21,Male,Working Professional,50000-100000,Monthly,Instagram,6323.0061,Casual,1,1,0,1,0,1,1,1,1,1,0,High,Fit,2810.5986,148.14873,Yes
30,Female,Working Professional,100000,Monthly,Online,3630.2465,Casual,1,0,0,0,1,0,1,1,1,0,0,Low,Fit,5629.6597,154.42822,Yes
22-25,Non-binary,Working Professional,100000,Monthly,Online,988.5044,Experimental,0,1,0,0,1,0,1,1,1,1,1,High,Trend,1973.0797,392.63113,No
22-25,Female,Self-employed,50000-100000,2-3 months,Online,5679.8891,Minimal,1,0,0,1,0,1,0,1,1,0,0,High,Price,3938.9964,221.02566,Yes
22-25,Non-binary,Working Professional,100000,Weekly,Instagram,7371.4035,Minimal,1,1,0,1,1,0,0,1,1,0,1,Medium,Price,4756.5773,207.69559,Maybe
30,Non-binary,Working Professional,20000-50000,2-3 months,Online,2707.5154,Casual,1,1,1,0,1,1,1,0,1,0,0,High,Price,300,272.90845,Yes
18-21,Male,Student,50000-100000,2-3 months,Instagram,3042.8915,Casual,1,1,0,0,1,1,1,0,1,1,1,Low,Fit,1814.0873,275.42538,Yes
22-25,Non-binary,Self-employed,20000-50000,Weekly,Online,5031.3213,Formal,0,0,1,0,0,1,1,0,1,1,0,High,Price,585.42158,435.1152,Yes
22-25,Female,Student,20000-50000,Weekly,Mixed,7243.7475,Experimental,1,0,1,1,1,0,1,0,0,1,0,Medium,Trend,1290.5844,224.17535,Maybe
26-30,Female,Student,20000-50000,2-3 months,Online,2960.3317,Minimal,1,1,1,1,0,1,1,1,1,0,0,High,Recommendation,5053.0176,420.18601,Yes
18-21,Female,Student,20000-50000,Monthly,Online,1335.1004,Formal,0,0,0,0,0,1,1,0,1,1,1,High,Trend,2835.5192,365.95577,Maybe
30,Female,Working Professional,20000-50000,Monthly,Online,5262.8372,Minimal,1,1,1,1,0,1,1,1,1,1,0,High,Recommendation,3683.2354,50,Yes
30,Female,Student,100000,Weekly,Online,5598.1361,Casual,1,0,0,0,0,1,1,1,1,1,1,High,Fit,2434.1513,344.17615,Yes
22-25,Male,Working Professional,20000-50000,Monthly,Online,4012.2629,Experimental,1,1,0,1,0,1,1,1,1,1,0,Medium,Brand,684.17103,50,Yes
26-30,Non-binary,Student,<20000,Weekly,Instagram,2883.7335,Trendy,0,1,1,0,0,1,0,1,1,1,1,Medium,Fit,3517.1735,165.71651,No
30,Female,Working Professional,20000-50000,Monthly,Online,5988.7575,Experimental,0,0,0,1,1,0,1,0,0,0,1,Low,Brand,4378.8631,369.46153,Maybe
26-30,Male,Student,<20000,2-3 months,Online,5056.072,Trendy,1,1,1,0,0,1,1,1,1,1,1,High,Recommendation,2976.0613,298.40353,Yes
18-21,Male,Student,<20000,Monthly,Mixed,2463.129,Formal,1,0,1,1,0,1,0,0,1,1,0,High,Brand,3233.6865,50,Maybe
22-25,Male,Self-employed,20000-50000,Monthly,Online,4098.1895,Trendy,0,0,0,0,0,1,1,1,1,1,1,High,Recommendation,647.79792,132.12573,Yes
26-30,Non-binary,Student,20000-50000,Rarely,Mixed,1296.5849,Trendy,1,0,0,1,0,1,0,0,1,0,0,High,Brand,3560.2954,50,Maybe
22-25,Female,Working Professional,20000-50000,2-3 months,Mixed,5371.7809,Formal,1,1,1,1,0,1,0,0,0,0,0,High,Recommendation,4519.0207,98.615511,Yes
26-30,Non-binary,Working Professional,50000-100000,2-3 months,Online,3475.5329,Experimental,1,1,1,1,0,1,1,1,1,1,1,High,Brand,3106.8782,386.8595,Yes
